	h1_1	h1_2	h1_3	h2_1	h2_2	h2_3	h3_1	h3_2	h3_3
RP11-468E2.6	3.22911541467512	3.55315323970533	3.3490855928307	3.73991305247451	3.77758247876598	4.06874869855956	3.90417375490762	3.94113300393403	3.78107864959231
TGIF2-C20orf24	4.96385976892464	5.06528286041504	5.04631432580276	4.96089796634235	4.87593755074455	5.02912162443885	4.92932723213595	4.87740740632365	5.2242338239743
RP11-158M2.3	5.09142691816502	5.25188461538406	5.60270767432715	4.19261462450718	4.73719335467431	4.48556182272825	4.61184504227978	2.12484495710642	4.19458054995993
RP11-521C20.3	4.43235673566665	4.38128484043499	4.64577639621904	3.64844400646428	3.27434437547927	3.64181752069946	2.77534377456266	1.99360042382817	3.48199053106306
THTPA	3.35649472115134	2.67646288187251	3.47669978941504	3.74972734230146	3.66725906385998	4.17819984097555	4.62949290809921	3.09313609737909	4.07948738552799
RP11-1084A12.2	0.57598141131238	1.09150038115135	0.868653675580847	0.300043700215726	0.676781837978485	0.926974737431393	1.99546958892717	3.70980745782758	0.948955822385763
CTD-2008A1.2	3.81654195534775	3.3737642584652	3.29816165766802	3.77877587481196	3.96023578505121	3.85462389320671	5.74125488398338	5.52609550465519	5.78261261575585
MRPL46	4.04384986709832	4.14254798674174	4.03857867702316	4.14878254303845	4.32972113251565	4.26759892602866	4.30646812365627	3.43417301521415	4.07948738552799
RP11-540O11.4	0.831238466554455	1.35860445129419	1.40631046152365	0.830558416914506	1.07271051430962	1.15830028353785	2.15019218372581	1.849210514493	1.51927154714252
RP11-468E2.2	5.38167328414734	5.64035493604756	5.55650905812195	5.74360123950462	6.05638820900769	5.8771185309938	5.30920828600118	4.39569886739952	5.46871119301304
RP11-468E2.4	5.76516831491533	5.723571385928	5.88456325580615	5.48032124765595	5.63097814836536	5.84012432351159	6.111470185653	5.23790762159306	5.74533962662236
RP11-111A22.1	4.68518018221401	4.57299198679756	4.75680770860778	5.45054320307039	5.5295166635401	5.60062947448443	5.48429499255927	5.01913551593531	4.92415243138519
RP11-158M2.2	4.2254114459117	4.45441003804519	4.25875327310979	3.3589373892693	3.44008157995815	2.87914621234078	1.02243663652744	2.55547931143629	2.7247406654425
RP11-516C1.1	3.51052834982376	3.53528681891181	3.31533680147616	3.58407518734456	2.99870993286585	3.32227601864898	3.73515468444696	5.57282655500018	3.23547858114193
AC074212.5	1.92556584910261	1.74801614289754	2.3574008610427	1.95454713418996	2.40613424803482	2.23630279553912	1.93997447633546	0.771208002491723	2.59106223021053
CTD-2647L4.5	0.907187319787753	1.39868189066953	1.19985958405622	1.47589353561514	1.78640632915298	1.15830028353785	1.22174544475084	2.55547931143629	1.68592141655197
RP11-156E6.1	3.79671078342618	3.62248526081368	3.86282459677865	3.25251533013314	3.08706580728669	3.52235385409789	4.48186825516473	5.11698283933345	3.66611293547179
AC068831.15	3.43556629214254	3.53528681891181	3.66265021478343	3.13761323532034	3.44008157995815	3.58332187138932	4.26190257122283	2.35617050321288	4.069468629703
IQCH-AS1	2.30828562810872	1.8670688145413	2.6826416899709	2.39064624899663	1.71425654339715	1.95800163305202	1.02243663652744	3.94113300393403	2.77492642261071
RP11-707P17.1	1.99682453227243	2.19754201856168	2.10428192407399	1.92019562939918	1.71425654339715	1.95800163305202	1.75940223069364	2.55547931143629	1.68592141655197
ITGB3	3.39657216052668	3.40361418621176	2.73463632760916	3.63791333897211	3.8467068394208	3.62258130183654	1.8221379860416	3.02754775575151	1.33082645772941
RP11-505E24.2	1.77153222043019	1.51263807996661	1.64237781975717	1.81194273874716	1.71425654339715	1.53269579831935	3.11303918530834	2.81073636667836	2.61880722069343
CASC7	6.62530301303411	6.60492688942938	6.56101607534852	6.09878549196862	5.92670616148602	5.88924209007629	6.06033942866503	6.76367432980631	6.0325560240037
RP11-16E12.2	2.87917294361816	2.50347808068114	2.18124390588887	3.87158568517456	3.8467068394208	4.11077191345526	3.4474582243789	1.68874584229975	4.18533247315791
RP11-673C5.1	3.96608100884132	4.18327192159504	3.97515329688153	4.869336744671	5.11885229595434	4.62741445557249	4.41220737719585	5.94557890896523	4.86745770836457
RP11-114H24.6	1.85060379142139	1.39868189066953	2.48431297352492	1.73498075693228	2.04356416865011	2.23630279553912	2.04890884788863	1.50817359665793	1.88184162652723
RP11-554A11.9	3.34288428963269	3.00975723170981	3.41430325227718	2.4399739613602	3.17032131093605	3.78711707384843	1.93997447633546	2.35617050321288	2.05430882253199
AC083843.1	4.16481692118074	3.06060637320557	4.09933270810226	1.27307665261546	1.18374182669837	1.82967753607648	1.12553012949154	3.09313609737909	0.948955822385763
RP11-46C24.7	1.59906502442542	1.47564387248441	0.868653675580847	1.32651591157692	1.38305063492177	1.35760909176126	3.30097213590142	4.5670672857115	2.38029513399371
RP5-991G20.4	1.40314481445016	0.763446183467148	0.669344867357441	1.92019562939918	2.10127966650639	1.68881500023663	3.13791385394737	3.70980745782758	1.45915055470495
RP11-48G14.2	1.59906502442542	1.27494652224728	1.52916720930918	1.15986604216747	0.821171747313659	0.795730204153141	2.67694007050167	4.47164772063281	3.48199053106306
RP1-39G22.7	2.7613364533243	2.30688941475004	2.83332060246857	2.4876707033915	2.80389375588182	3.43683578291183	3.36558121732449	4.14044181215744	2.50447454521444
CTD-2012K14.3	3.38333633336998	3.3329786436187	2.57266884794577	2.39064624899663	2.1567747790981	1.95800163305202	1.39683215130893	3.5320203386123	1.39641479935698
RP11-326A19.5	3.10560087818976	2.64348555942623	2.60095789237719	2.99636730988459	2.45122213756335	3.19782864772449	2.41729625386865	2.12484495710642	3.45145616291495
IL21R-AS1	5.45309234472756	5.46270481677691	5.23412948614097	5.64975495161663	5.8944207293443	5.63463396208557	5.49877031507515	4.7408343534482	5.89750003919312
AC009120.6	5.01624779553582	5.13811574042648	5.02559303542868	5.12069544488679	5.42603380547252	5.52494629871441	5.09727186945003	5.59563643790827	5.48387764060732
AC027601.1	3.19921392896125	3.35351557462139	3.3490855928307	2.99636730988459	2.9366489647336	2.91120742157308	2.57132988254107	3.09313609737909	3.48199053106306
RP11-469M7.1	2.03117603706321	1.89535785897273	1.84519470275686	1.47589353561514	1.18374182669837	1.26139377650195	2.74328256533037	2.73056601799438	1.68592141655197
RP11-1035H13.2	3.15316656144182	3.18040088574028	2.5143702073811	2.51094048271435	2.6956408652298	2.51193723815255	1.12553012949154	4.14044181215744	1.45915055470495
LINC00657	7.87592794778125	7.64946699853793	7.86391934455413	7.19844914343507	7.33499332073028	7.1574651489033	7.49937031302137	7.99895763399768	7.70909610602253
RP11-611L7.1	5.43396240643995	4.95872675918635	5.56371354271129	4.36213982130764	4.84248225355907	4.19131534076581	4.29545513093385	5.30864213313029	4.90174118396493
CTA-445C9.15	1.11363819725518	0.700710428119185	0.306774787972732	2.72506528806719	2.26174433869964	2.91120742157308	3.11303918530834	2.73056601799438	1.57698704499881
RP11-568N6.1	3.96608100884132	3.66418455209407	3.74100585248489	3.83517504498488	4.05090614399128	4.17819984097555	4.60293948905789	5.82528467524751	5.4103732569469
AC005606.15	2.97051325515658	3.13366983539529	3.22734032047833	3.04500208513546	3.14309984220102	2.87914621234078	1.88225897847918	1.50817359665793	2.5627731857791
RP11-140H17.1	1.81160965980552	1.95032431819066	2.42225200539267	2.89388435228334	2.732635072712	2.81280371751208	1.47700249999292	1.99360042382817	2.38029513399371
RP11-529K1.4	3.12163098800871	2.80131436905759	2.85697187053321	2.99636730988459	2.76870432741952	2.55315990087906	3.13791385394737	3.62365081407786	3.25328985725839
RP5-1142A6.9	4.43235673566665	4.05748027221885	4.24088685231628	4.11121023622335	4.12234128203422	4.25516182279044	4.81829591974721	3.48392605041125	4.29257898837244
RP11-96O20.4	3.98372887466075	4.2989697514538	3.86282459677865	4.46699713512675	4.78200115003298	4.51715494742357	3.90417375490762	5.13266446156572	4.42419795587052
CTD-2026K11.2	2.65520810246296	2.85990902296844	2.88024164985606	3.02897197531651	2.65767301503078	2.67019932206928	3.11303918530834	4.07701643201581	1.63248215759051
PMF1-BGLAP	3.13748493920955	3.45203131526246	3.41430325227718	3.91584360485948	4.25540281182581	4.09689973887371	3.8144435942516	3.75103012055409	3.27088391727312
CTD-2323K18.1	2.97051325515658	2.88833743129496	2.88024164985606	3.33305875744369	3.41753901130706	3.45869521687557	3.66842857064615	2.95883500566749	3.49701874029539
RP11-20I23.1	3.86495908439846	4.40115014626028	4.01774517360599	3.76915787225036	3.72347507342653	3.00332562356151	3.25623382113613	2.24513919082414	4.03898802324824
RP11-77H9.2	4.71718212371806	4.6866155982334	4.94512450144091	4.59228011016628	4.51100336588877	4.45326133082494	4.6555664197091	2.88668521991166	4.63588073405237
RP11-329J18.2	1.96163510381013	1.71665197198821	2.14327605568985	1.69490331755694	2.49494351499267	1.61286614700333	0.659866557142728	2.64567712040786	3.0441130554261
RP11-600F24.7	2.36325208732665	1.58389676313643	1.98054655565174	0.830558416914506	1.18374182669837	1.53269579831935	1.55295135322622	3.90506374922651	1.57698704499881
RP11-388M20.6	5.24200492643299	5.47212653216217	5.26097109835961	5.07458675219841	5.39752111773011	5.22039640462976	4.59397862148627	3.02754775575151	4.72154532628269
RP11-395B7.7	6.32135755421277	5.97786865288652	6.38917731172045	5.36693018002283	5.5912456532918	5.74992651454002	6.15476974983235	5.7254043128786	6.14654485272164
RP11-1035H13.3	8.59278969899893	8.63210458110015	8.35558598699867	8.64203603435604	8.47631909785332	8.34262466404078	8.64122996777558	8.71567605591672	8.41210860646213
AC009052.12	2.38996942570243	2.78628615982526	2.62870288286009	2.25940171571838	2.40613424803482	2.87914621234078	3.21006363970321	4.4214619634646	2.61880722069343
RP11-152P23.2	3.46098888902245	3.60546211297137	3.49188619322972	3.09205065793989	3.19703864931183	2.91120742157308	3.87487944811358	2.64567712040786	2.77492642261071
RP11-4F5.2	2.16094391203354	1.39868189066953	2.48431297352492	1.15986604216747	1.38305063492177	1.15830028353785	1.47700249999292	2.88668521991166	0.762542698154882
RP11-343C2.9	2.87917294361816	2.75575179167715	2.62870288286009	2.83977694694389	2.65767301503078	2.74326278425901	3.16236689767191	1.3017227191905	3.0441130554261
RP11-384K6.6	3.81654195534775	3.44247700854921	3.11412971003034	4.24212372428654	3.08706580728669	3.52235385409789	2.45737369324398	4.28778352823263	3.85292893461199
RP11-96D1.7	0.751068117870471	0.635122086491608	0.558313554968697	0.830558416914506	0.516317165785238	0.795730204153141	1.62510113898205	1.50817359665793	1.92692951605576
RP11-63M22.2	4.57306981589248	4.27763560977492	4.78790147770935	3.71006312472795	3.60876341454983	3.99586981864246	2.49636782485985	2.45926399617698	3.92136999071386
RP4-536B24.2	3.57015233251018	3.98693446132487	3.52178767894358	2.41552091763566	2.26174433869964	2.28605583073622	2.10043914852871	0.771208002491723	2.41235634322601
RP11-1006G14.4	1.77153222043019	1.68459076275591	1.74734737935871	1.378046212217	0.821171747313659	1.35760909176126	1.62510113898205	2.35617050321288	1.33082645772941
RP11-529K1.3	3.46098888902245	3.60546211297137	3.07432870197236	3.49352342963694	3.58872566131329	3.48022837842521	3.70217736200069	3.38264271457407	3.73111019031822
RP11-252A24.7	3.55842303992808	3.49887617872213	3.82734670142393	3.44602300603301	3.56840567693369	3.7697349956202	4.43245606103966	2.88668521991166	3.49701874029539
ERVK13-1	4.26924352738043	3.41342847603871	3.92008191438785	3.39690523946832	3.11535485171812	3.91911261965842	3.11303918530834	2.35617050321288	3.42026154131135
RP11-20G6.3	1.99682453227243	1.71665197198821	2.10428192407399	1.98809969390099	1.55813734147987	1.89526587770406	1.31194325372242	1.68874584229975	0.428123659084322
RP11-24N18.1	4.50136835053829	4.56420842821432	4.92847783550891	3.92453456512352	4.26805811263184	4.2299612686653	3.65125342683802	3.38264271457407	3.79330495192557
RP11-23N2.4	2.0975185318919	1.54870733467413	1.27200936981206	1.84893694622936	1.28683531966247	1.26139377650195	3.90417375490762	1.849210514493	3.88755527772162
RP11-303E16.8	1.294210442897	1.43767602228539	1.69581707871863	2.11501180638321	2.21021403805956	1.53269579831935	1.02243663652744	1.06071461968671	2.50447454521444
CTA-250D10.23	5.51508663178607	5.19896129564701	5.53100620897296	5.32158923049699	5.21348917009242	5.35469749634135	4.82596984763263	4.6565654365506	4.58051873596906
AL136419.6	4.1492621069859	4.26684905454869	4.41828310318972	4.54233567898988	4.7552838116572	4.72082539513925	3.96103609186329	3.02754775575151	4.40838744102306
7SK	2.41620096727561	2.1277205690641	2.85697187053321	3.88054655274618	3.77758247876598	4.38640635606869	4.47212027861317	3.27370834302091	3.89891513988617
RP11-106M3.2	3.97493192642359	3.87774231605576	3.99660640654784	3.49352342963694	4.00628315257065	3.56328411815277	4.83360317253506	3.90506374922651	4.19458054995993
RP11-311C24.1	5.32741748828692	4.86528219506729	5.17420062888475	4.22815078173394	3.97574878442254	4.40903733056826	5.17143098010015	2.55547931143629	4.24885761094313
CTD-2007L18.5	2.74072617364901	2.66006844362184	2.75994741613835	2.53384088482442	3.05821094461451	2.94257159248241	2.15019218372581	2.81073636667836	3.27088391727312
GS1-358P8.4	5.39162294455495	5.19042461369252	5.28296382670166	5.5324202101248	5.09773930880115	5.22039640462976	4.25054270905828	4.82045152151157	4.30970316616365
CTD-2235H24.2	3.12163098800871	2.75575179167715	3.24537424330859	2.96300871293816	3.05821094461451	3.45869521687557	3.06196500071407	3.09313609737909	3.82937420663309
RP11-152F13.10	5.0375268692156	5.29499355681682	5.07684869395088	5.17269008252505	5.2003437940355	5.53011725421757	5.47943742890997	3.15587185272705	6.1607703915547
RP11-680G24.5	3.73552726697469	3.48962810192011	3.29816165766802	3.3843599861492	3.2992190441183	3.06162426412618	4.16841594234472	4.31552851871553	3.55561339420624
CTD-2012K14.4	2.38996942570243	2.90234428928884	2.2543073680786	1.84893694622936	1.28683531966247	1.26139377650195	1.69381388906607	0.771208002491723	1.45915055470495
RP11-314O13.1	1.55252243848839	1.61824826792721	0.868653675580847	0.589550317410711	1.07271051430962	0.651340294817966	1.31194325372242	3.75103012055409	1.39641479935698
RP11-2C24.4	2.93466805620986	3.04806111988645	3.09436645520891	2.76432471851442	3.223270190885	3.24890283231876	3.03573345914089	1.68874584229975	2.84707620836655
RP11-343C2.11	4.1492621069859	4.27225241307802	4.19522813532457	4.15618099535961	4.4677733138272	4.20431268129469	4.27317368355785	4.54379750638865	4.54480663924966
CCPG1	5.40478330984592	5.27090346951	5.13604448645878	4.82360565627274	4.41184789922921	4.55823089042648	4.97835556806332	5.61809128873596	4.80844354876349
RP11-57H14.4	3.64969109749539	3.22566561947606	3.62181649727485	3.23864315555158	2.8382452606726	3.50144486433491	3.30097213590142	5.00216243733159	3.23547858114193
RP11-327F22.1	1.64415291395396	1.58389676313643	1.27200936981206	1.378046212217	0.952416280591912	0.49087562262472	2.15019218372581	1.50817359665793	2.34750519887604
CTA-363E6.7	2.30828562810872	2.52174028707387	2.5143702073811	2.55638345347551	2.57860144403958	2.5932373402544	1.31194325372242	3.90506374922651	2.69897756937742
RP11-407G23.3	3.52265190890625	3.72849358463272	3.74100585248489	3.71006312472795	3.34771756180949	3.29823054468232	3.3443647314148	3.90506374922651	3.88755527772162
RP4-647J21.1	5.16674953371474	4.80318193571436	5.05656442249652	5.40469098443491	5.06184952167786	5.32525371844887	5.54134473357823	6.18248358297437	6.43886458548194
RP11-546B15.1	3.16867956081314	3.25870588124007	3.2090781140856	2.53384088482442	2.8382452606726	2.77845221272131	3.27877638978722	4.36946732582634	3.63927132325315
SULT1A3	3.35649472115134	2.99675989118094	3.64916698541981	2.83977694694389	2.8382452606726	3.43683578291183	2.15019218372581	1.3017227191905	2.01308615980548
RP11-538I12.2	3.35649472115134	3.50806535017679	3.57979328237915	3.31994325765343	3.19703864931183	2.84635627722311	1.62510113898205	1.50817359665793	3.02350277575082
RP11-264B17.3	4.50136835053829	4.54201268210013	4.73144098844935	3.60585212973981	4.10833442404035	3.98084160941013	2.04890884788863	3.48392605041125	3.98671074438118
RP11-61A14.3	3.30126520043095	3.02263852300655	3.47669978941504	2.68470755045105	3.14309984220102	3.41464003679764	2.28991694739242	3.27370834302091	2.69897756937742
